,mac,zone,floor,strength,ssid
1546,7c:0e:ce:3c:04:e9,13.0,3.0,-79.0,
1180,7c:95:f3:85:78:c0,13.0,4.0,-38.0,bmstu_lb
1179,7c:95:f3:85:78:c1,13.0,4.0,-37.0,bmstu_staff
1185,7c:95:f3:85:78:c6,13.0,4.0,-60.0,bmstu_guest
1293,7c:95:f3:85:78:c9,13.0,4.0,-52.0,bmstu_guest
3003,7c:95:f3:85:78:ce,13.0,4.0,-57.0,bmstu_staff
1183,7c:95:f3:85:78:cf,13.0,4.0,-57.0,bmstu_lb
2646,80:e0:1d:d7:ff:30,13.0,3.0,-57.0,bmstu_student
2647,80:e0:1d:d7:ff:31,13.0,3.0,-57.0,bmstu_guest
1700,80:e0:1d:d7:ff:32,15.0,3.0,-58.0,bmstu_staff
1707,80:e0:1d:d7:ff:3d,15.0,3.0,-66.0,bmstu_staff
1703,80:e0:1d:d7:ff:3e,15.0,3.0,-65.0,bmstu_guest
1708,80:e0:1d:d7:ff:3f,15.0,3.0,-66.0,bmstu_student
2440,80:e0:1d:d8:00:50,15.0,3.0,-53.0,bmstu_student
1457,80:e0:1d:d8:00:51,15.0,3.0,-53.0,bmstu_guest
2441,80:e0:1d:d8:00:52,15.0,3.0,-53.0,bmstu_staff
2443,80:e0:1d:d8:00:5d,15.0,3.0,-62.0,bmstu_staff
2444,80:e0:1d:d8:00:5e,15.0,3.0,-62.0,bmstu_guest
1460,80:e0:1d:d8:00:5f,15.0,3.0,-62.0,bmstu_student
1253,84:16:f9:2f:84:66,2.0,4.0,-66.0,bmstu_5
3117,84:16:f9:d5:76:00,2.0,2.0,-73.0,TP-LINK_7601_5G
1198,84:16:f9:d5:76:01,2.0,2.0,-62.0,TP-LINK_7601
666,84:80:2d:ec:31:e0,6.0,2.0,-62.0,BaumanPress
665,84:80:2d:ec:31:e1,6.0,2.0,-60.0,BP-Sec
2545,86:36:12:f1:8b:0b,6.0,3.0,-70.0,
2965,90:e6:ba:d3:5b:8c,13.0,4.0,-52.0,401-au
2714,90:f6:52:18:bf:84,8.0,2.0,-79.0,MT1-103
2690,90:f6:52:71:1f:c5,1.0,2.0,-62.0,TP-LINK_711FC5
2878,94:0c:6d:c4:1c:f2,13.0,4.0,-64.0,
3451,98:de:d0:72:37:08,11.0,0.0,-84.0,TP-LINK_190
1457,98:de:d0:88:8a:2e,4.0,2.0,-67.0,
2893,98:de:d0:e7:9c:06,13.0,4.0,-93.0,enecon
1281,aa:09:5b:79:6d:97,13.0,5.0,-74.0,
2571,ae:82:6d:00:d1:6d,7.0,3.0,-88.0,
1700,ae:84:c6:a9:56:56,10.0,3.0,-85.0,
2188,ae:84:c6:a9:56:9e,10.0,3.0,-73.0,
3478,b0:b2:dc:a8:81:40,12.0,4.0,-59.0,
2773,b0:be:76:7e:91:c4,7.0,2.0,-84.0,TP-Link_91C4
2659,b0:eb:57:70:ed:5a,1.0,2.0,-79.0,
3175,b4:fb:e4:74:ca:dc,3.0,2.0,-49.0,Hololab
3179,b4:fb:e4:75:ca:dc,3.0,2.0,-55.0,Hololab
1349,b6:36:b4:45:69:81,15.0,4.0,-74.0,
3176,b6:fb:e4:74:ca:dc,3.0,2.0,-49.0,Hololab_guest
3178,b6:fb:e4:75:ca:dc,3.0,2.0,-55.0,Hololab_guest
31,b8:69:f4:e8:de:08,11.0,9.0,-60.0,dsplab
2820,b8:a3:86:44:ae:a7,4.0,2.0,-67.0,mgts for sbrf
1430,b8:a3:86:5b:d0:0c,15.0,4.0,-68.0,
3149,b8:a3:86:5c:f9:cb,0.0,2.0,-56.0,
2938,b8:a3:86:65:aa:3b,4.0,2.0,-81.0,e10-a1
294,ba:8e:63:6a:cd:0f,11.0,8.0,-47.0,
2498,ba:d5:a0:6c:20:30,6.0,2.0,-88.0,
1416,ba:e9:d1:a6:fa:31,15.0,4.0,-89.0,Gags PRO
3060,bc:ee:7b:7a:61:64,3.0,2.0,-66.0,
4395,bc:ee:7b:80:fb:84,11.0,5.0,-73.0,
1156,be:fb:e4:75:ca:dc,2.0,2.0,-91.0,
697,c0:25:5c:82:1a:70,6.0,2.0,-72.0,bmstu_lb
1858,c0:25:5c:82:1a:71,11.0,3.0,-72.0,bmstu_staff
1876,c0:25:5c:82:1a:76,11.0,3.0,-86.0,bmstu_guest
700,c0:25:5c:82:1a:79,6.0,2.0,-73.0,bmstu_guest
1871,c0:25:5c:82:1a:7e,11.0,3.0,-82.0,bmstu_staff
1870,c0:25:5c:82:1a:7f,11.0,3.0,-82.0,bmstu_lb
2367,c0:25:5c:82:1d:b0,10.0,2.0,-51.0,bmstu_lb
2366,c0:25:5c:82:1d:b1,10.0,2.0,-51.0,bmstu_staff
173,c0:25:5c:82:1d:b6,10.0,2.0,-51.0,bmstu_guest
172,c0:25:5c:82:1d:b9,10.0,2.0,-45.0,bmstu_guest
175,c0:25:5c:82:1d:be,10.0,2.0,-52.0,bmstu_staff
174,c0:25:5c:82:1d:bf,10.0,2.0,-51.0,bmstu_lb
1054,c0:25:5c:82:23:70,12.0,4.0,-67.0,bmstu_lb
3349,c0:25:5c:82:23:71,12.0,4.0,-68.0,bmstu_staff
3357,c0:25:5c:82:23:76,12.0,4.0,-81.0,bmstu_guest
1017,c0:25:5c:82:23:79,12.0,4.0,-67.0,bmstu_guest
3354,c0:25:5c:82:23:7e,12.0,4.0,-77.0,bmstu_staff
3382,c0:25:5c:82:23:7f,12.0,4.0,-77.0,bmstu_lb
1549,c0:25:5c:82:26:50,4.0,2.0,-73.0,bmstu_lb
85,c0:25:5c:82:26:51,4.0,2.0,-72.0,bmstu_staff
1559,c0:25:5c:82:26:56,4.0,2.0,-79.0,bmstu_guest
1548,c0:25:5c:82:26:59,4.0,2.0,-71.0,bmstu_guest
1556,c0:25:5c:82:26:5e,4.0,2.0,-77.0,bmstu_staff
1612,c0:25:5c:82:26:5f,10.0,3.0,-77.0,bmstu_lb
3523,c0:25:5c:82:2c:00,11.0,4.0,-52.0,bmstu_lb
3519,c0:25:5c:82:2c:01,11.0,4.0,-46.0,bmstu_staff
3522,c0:25:5c:82:2c:06,11.0,4.0,-48.0,bmstu_guest
674,c0:25:5c:82:2c:09,11.0,4.0,-49.0,bmstu_guest
3520,c0:25:5c:82:2c:0e,11.0,4.0,-46.0,bmstu_staff
3521,c0:25:5c:82:2c:0f,11.0,4.0,-46.0,bmstu_lb
636,c0:25:5c:82:67:f0,11.0,2.0,-58.0,bmstu_lb
635,c0:25:5c:82:67:f1,11.0,2.0,-58.0,bmstu_staff
633,c0:25:5c:82:67:f6,11.0,2.0,-56.0,bmstu_guest
632,c0:25:5c:82:67:f9,11.0,2.0,-51.0,bmstu_guest
634,c0:25:5c:82:67:fe,11.0,2.0,-57.0,bmstu_staff
637,c0:25:5c:82:67:ff,11.0,2.0,-59.0,bmstu_lb
1335,c0:25:5c:82:68:d0,15.0,4.0,-60.0,bmstu_lb
3040,c0:25:5c:82:68:d1,13.0,4.0,-61.0,bmstu_staff
3042,c0:25:5c:82:68:d6,13.0,4.0,-67.0,bmstu_guest
3039,c0:25:5c:82:68:d9,13.0,4.0,-61.0,bmstu_guest
3052,c0:25:5c:82:68:de,13.0,4.0,-75.0,bmstu_staff
3050,c0:25:5c:82:68:df,13.0,4.0,-74.0,bmstu_lb
3797,c0:3f:0e:e1:5c:4c,14.0,4.0,-60.0,rk9-metodroom
3789,c0:4a:00:82:65:f0,14.0,4.0,-65.0,TP-LINK_8265F0
2724,c0:4a:00:e4:32:97,7.0,2.0,-74.0,MT1-113
2720,c0:4a:00:e4:32:98,8.0,2.0,-90.0,MT1-113-5G
1725,c0:a5:dd:15:ec:f2,14.0,3.0,-78.0,
1750,c0:a5:dd:15:ec:f4,14.0,3.0,-77.0,
2783,c4:6e:1f:70:6b:1c,5.0,2.0,-80.0,TP-LINK_6B1C
3163,c6:fb:e4:75:ca:dc,0.0,2.0,-75.0,
2280,c8:5a:9f:b2:ed:8c,10.0,2.0,-88.0,MGTS_GPON_C316
3167,c8:60:00:95:33:e8,0.0,2.0,-79.0,MT7-216
1229,c8:60:00:95:33:e9,2.0,1.0,-92.0,MT7-216_5G
12,cc:5d:4e:fc:9b:56,4.0,2.0,-66.0,ZyXEL_KEENETIC_GIGA_FC9B56
2585,ce:80:b8:64:0d:4d,6.0,3.0,-74.0,
3824,d0:17:c2:b1:ba:80,14.0,4.0,-66.0,410_2.4G
3821,d0:17:c2:b1:ba:84,14.0,4.0,-62.0,410_5G
839,d2:6a:ef:40:51:99,14.0,4.0,-84.0,
2824,d2:c3:bc:11:1f:e6,13.0,3.0,-73.0,
2671,d4:6e:0e:6c:ce:88,1.0,2.0,-74.0,TP-LINK_CE89_5G
2682,d4:6e:0e:6c:ce:89,1.0,2.0,-71.0,TP-LINK_CE89
194,d4:bf:7f:0f:ea:c1,10.0,2.0,-69.0,492_10
438,d4:ca:6d:0c:2f:ba,11.0,6.0,-46.0,nii_isu_dep1
2326,d4:ca:6d:4c:eb:3d,14.0,2.0,-56.0,IU4-net
3970,d4:ca:6d:6d:7d:61,9.0,5.0,-71.0,NMKN-RoC
3166,d6:fb:e4:75:ca:dc,0.0,2.0,-79.0,
2332,d8:07:b6:cd:7a:ee,14.0,2.0,-85.0,ГиперКуб 2
331,d8:07:b6:cd:7a:ef,9.0,2.0,-83.0,ГиперКуб 1
3100,d8:47:32:44:c1:99,2.0,2.0,-79.0,
3112,d8:47:32:44:c1:9a,2.0,2.0,-58.0,
1380,d8:47:32:f1:31:10,15.0,4.0,-89.0,TP-Link_3111_5G
1205,d8:47:32:f1:31:11,13.0,4.0,-76.0,TP-Link_3111
2686,d8:fe:e3:fe:7e:d6,1.0,2.0,-79.0,MT1-102
903,de:13:1c:61:21:e8,10.0,4.0,-67.0,
682,de:e5:7c:1e:b4:11,11.0,4.0,-68.0,
29,e0:3f:49:8c:ac:00,11.0,9.0,-59.0,RT-N14U-903
1929,e4:18:6b:01:93:62,10.0,3.0,-54.0,
1242,e4:18:6b:0a:e4:68,2.0,3.0,-70.0,
2995,e4:18:6b:0a:f6:e0,3.0,2.0,-61.0,
556,e4:18:6b:0a:f6:e2,10.0,5.0,-60.0,
1113,e4:18:6b:17:bb:2c,3.0,2.0,-62.0,
3212,e4:18:6b:1f:00:9c,3.0,2.0,-55.0,
3225,e4:18:6b:1f:03:4e,3.0,2.0,-79.0,Keenetic-4046
3214,e4:18:6b:1f:21:2e,3.0,2.0,-66.0,
3525,e4:18:6b:4c:75:e6,11.0,4.0,-55.0,
1413,e4:18:6b:5a:f1:84,3.0,2.0,-53.0,
1015,e4:18:6b:5a:f1:88,3.0,2.0,-60.0,
126,e4:c3:2a:34:cf:8e,11.0,10.0,-94.0,linksys_5G
118,e4:c3:2a:34:cf:8f,11.0,10.0,-82.0,linksys
699,e6:37:a5:fd:5d:3d,6.0,2.0,-73.0,
3121,e6:98:07:e7:ba:c1,2.0,2.0,-79.0,
660,e8:37:7a:94:ca:8e,9.0,5.0,-94.0,Keenetic-2499
105,e8:94:f6:44:10:18,11.0,10.0,-74.0,dsplab
189,ea:c3:2a:34:cf:8f,11.0,9.0,-79.0,
3128,ec:41:18:92:06:68,0.0,2.0,-65.0,k265
3130,ec:41:18:92:06:69,0.0,2.0,-69.0,k265_5G
2656,ec:43:f6:d2:d2:d8,1.0,2.0,-72.0,MT1-110
2628,ec:43:f6:d5:74:48,7.0,2.0,-74.0,Keenetic-4137
2736,ec:43:f6:d5:d6:4a,7.0,2.0,-69.0,pd230
1067,ec:58:ea:13:16:f8,12.0,4.0,-78.0,Passpoint Wi-Fi
1066,ec:58:ea:53:16:f8,12.0,4.0,-78.0,DOM.RU Wi-Fi
1065,ec:58:ea:93:16:f8,12.0,4.0,-78.0,Hotspot 2.0
1082,ec:58:ea:93:16:fc,12.0,4.0,-91.0,Hotspot 2.0
3356,f8:32:e4:44:a0:f8,12.0,4.0,-80.0,Discovery
2089,fc:8b:97:8e:ba:60,2.0,3.0,-55.0,354a
1964,fc:f5:28:cb:32:72,9.0,3.0,-72.0,ZyXEL
